XML Data Parsed for 01-Feb-2016Starting at: 1635h
POSIX,lon,lat
1454382367,-79.425797,43.642784
1454382387,-79.424004,43.643135
1454382407,-79.422951,43.643349
1454382425,-79.422569,43.643433
1454382448,-79.42128,43.6437
1454382465,-79.419403,43.644051
1454382486,-79.419067,43.644115
1454382530,-79.417236,43.644516
1454382548,-79.416664,43.644634
1454382568,-79.415802,43.644817
1454382585,-79.414017,43.645149
1454382605,-79.4133,43.645302
1454382629,-79.411064,43.645748
1454382646,-79.410065,43.64595
1454382667,-79.408348,43.646301
1454382684,-79.40683,43.6466179
1454382707,-79.406433,43.646702
1454382729,-79.404434,43.647118
1454382749,-79.404266,43.647148
1454382807,-79.403015,43.647385
1454382827,-79.400818,43.647816
1454382846,-79.3998639,43.647999
1454382867,-79.39798,43.648384
1454382888,-79.396736,43.648632
1454382906,-79.396698,43.648651
1454382948,-79.396286,43.64875
1454382969,-79.394531,43.649132
1454382987,-79.3937,43.6492999
1454383007,-79.3918149,43.649685
1454383028,-79.39138,43.6497839
1454383049,-79.390701,43.649933
1454383066,-79.389915,43.650101
1454383090,-79.388786,43.650333
1454383117,-79.387032,43.6507
1454383197,-79.385765,43.650967
1454383218,-79.385147,43.6511
1454383238,-79.385017,43.651134
1454383258,-79.383347,43.65155
1454383279,-79.381134,43.652016
1454383299,-79.379852,43.652283
1454383320,-79.3796459,43.652332
1454383340,-79.379463,43.652367
1454383401,-79.378487,43.652565
1454383416,-79.377686,43.652733
1454383440,-79.376099,43.653118
1454383458,-79.3759989,43.6531329
1454383497,-79.374763,43.653366
1454383518,-79.373482,43.6536479
1454383556,-79.372185,43.653915
1454383578,-79.371849,43.653999
1454383617,-79.371399,43.654083
1454383637,-79.369934,43.654385
1454383658,-79.369614,43.654449
1454383679,-79.367516,43.654934
1454383697,-79.366684,43.655117
1454383718,-79.3647,43.655548
1454383758,-79.364304,43.655632
1454383776,-79.362236,43.656082
1454383798,-79.36145,43.656265
1454383818,-79.358963,43.656818
1454383838,-79.357018,43.657249
1454383859,-79.355019,43.6577
1454383880,-79.353836,43.657967
1454383898,-79.351387,43.658535
1454383918,-79.350082,43.658817
1454383939,-79.349297,43.659
1454383957,-79.3469159,43.659534
1454383980,-79.345284,43.659901
1454384000,-79.3445969,43.660049
1454384025,-79.342697,43.6604839
1454384039,-79.342285,43.660568
1454384060,-79.3405,43.660965
1454384078,-79.340332,43.6609989
1454384099,-79.339485,43.661201
1454384120,-79.337784,43.661568
1454384138,-79.336235,43.661915
1454384160,-79.335381,43.662102
1454384180,-79.3339,43.662434
1454384197,-79.331787,43.662899
1454384218,-79.330582,43.6631659
1454384239,-79.330086,43.663284
1454384260,-79.3284989,43.663666
1454384281,-79.32692,43.664017
1454384296,-79.325615,43.664318
1454384338,-79.324051,43.664665
1454384399,-79.3199999,43.665565
1454384421,-79.31813,43.665985
1454384438,-79.317017,43.666233
1454384458,-79.316833,43.666283
1454384520,-79.316147,43.666431
1454384542,-79.314117,43.666882
1454384559,-79.313263,43.667049
1454384579,-79.312965,43.667118
1454384619,-79.312737,43.6671679
1454384637,-79.310913,43.667599
1454384657,-79.308617,43.668118
1454384678,-79.306534,43.668583
1454384698,-79.305786,43.668751
1454384719,-79.304031,43.669151
1454384760,-79.302399,43.6695179
1454384777,-79.29998,43.670067
1454384801,-79.2976149,43.670567
1454384819,-79.295486,43.6710319
1454384829,-79.294365,43.671249
1454384853,-79.29303,43.671532
1454384874,-79.291115,43.671932
1454384901,-79.288132,43.67255
1454384922,-79.287567,43.672668
1454384939,-79.285332,43.673115
1454384959,-79.283363,43.673515
1454384983,-79.282585,43.6736829
1454385000,-79.28157,43.673767
1454385398,-79.281334,43.673698
1454385556,-79.281197,43.673733
1454385576,-79.282082,43.673801
1454385597,-79.284431,43.673317
1454385618,-79.287697,43.672649
1454385638,-79.29055,43.67205
1454385652,-79.292282,43.6717
1454385673,-79.294701,43.6712149
1454385691,-79.2970349,43.670715
1454385712,-79.299004,43.670284
1454385732,-79.301613,43.669716
1454385749,-79.30307,43.669399
1454385773,-79.304535,43.669067
1454385793,-79.3049319,43.668968
1454385829,-79.30542,43.6688649
1454385850,-79.307335,43.668434
1454385861,-79.308418,43.668182
1454385880,-79.310669,43.6676829
1454385902,-79.311752,43.667435
1454385918,-79.311966,43.667385
1454385939,-79.312881,43.667183
1454385961,-79.315063,43.666683
1454385981,-79.316231,43.666416
1454386001,-79.317116,43.666218
1454386018,-79.319214,43.665749
1454386042,-79.321381,43.665268
